,0,1,2,adult,budget,credits,imdbId,movieId,overview,popularity,production_countries,release_date,revenue,runtime,tmdbId,vote_average
610,613,Jane Eyre (1996),Drama|Romance,0.0,0.0,Franco Zeffirelli,116684.0,613.0,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to be come a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax.",7.306,France,1996-02-09,0.0,112.0,47333.0,7.2
611,614,Loaded (1994),Drama|Thriller,0.0,500000.0,Anna Campion,110374.0,614.0,"A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking.",0.931,,1994-09-01,0.0,91.0,54850.0,4.0
612,615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,0.0,0.0,Franco Brusati,70506.0,615.0,"An Italian immigrant tries to make a new life in Switzerland, taking on a series of increasingly menial jobs in order to do it. He attempts to fit into his new home and society but fails at every turn. Unable to go home again, will his tenacity and optimism be enough to live on?",1.914,Italy,1974-05-05,0.0,110.0,51242.0,7.3
613,616,"Aristocats, The (1970)",Animation|Children's,0.0,4000000.0,Wolfgang Reitherman,65421.0,616.0,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",14.939,United States of America,1970-12-23,55675257.0,78.0,10112.0,7.2
614,617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,,,,,,"N/A
",,,,,,,
615,618,Two Much (1996),Comedy|Romance,,,,,,"None
",,,,,,,
616,619,Ed (1996),Comedy,0.0,0.0,Bill Couturié,116165.0,619.0,"Jack Cooper (Matt LeBlanc) could be a world-class baseball pitcher if he didn't keep buckling under the pressure. He tries to keep his spirits up after he's traded to a minor league team but loses all hope when he discovers that Ed, one of his teammates, is a chimp. Ed used to be the team mascot, but was promoted to third base when the owners realized he had a talent for baseball. As Jack struggles to get used to his new surroundings, Ed helps him regain his confidence on and off the field.",4.015,United States of America,1996-03-15,0.0,94.0,32308.0,4.2
617,620,Scream of Stone (Schrei aus Stein) (1991),Drama,,,,,,"None
",,,,,,,
618,621,My Favorite Season (1993),Drama,,,,107471.0,621.0,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites ...
",,,,,,52873.0,
619,623,"Modern Affair, A (1995)",Romance,,,,113839.0,623.0,"""A Modern Affair"" is a romantic comedy about the strain of contemporary relationships, one woman's urgent desire for parenthood, and a solution to it all. Grace Rhodes is the perfect ...
",,,,,,123505.0,
620,624,Condition Red (1995),Action|Drama|Thriller,,,,,,"Prison guard falls in love with inmate. She wants him to let her escape.
",,,,,,,
621,625,Asfour Stah (1990),Drama,,,,90665.0,625.0,"None
",,,,,,44281.0,
622,626,"Thin Line Between Love and Hate, A (1996)",Comedy,,,,117891.0,626.0,"An observable, fast-talking party man Darnell Wright, gets his punishment when one of his conquests takes it personally and comes back for revenge in this 'Fatal Attraction'-esque comic ...
",,,,,,28121.0,
623,627,"Last Supper, The (1995)",Drama|Thriller,,,,113613.0,627.0,"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.
",,,,,,12520.0,
624,628,Primal Fear (1996),Drama|Thriller,,,,117381.0,628.0,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.
",,,,,,1592.0,
625,629,Rude (1995),Drama,0.0,0.0,Clément Virgo,114305.0,629.0,"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an abortion and lost her lover ; Jordan, a boxer who has indulged in gay-bashing ; and 'The General', a drug dealer turned artist.",0.6,,1995-09-08,0.0,89.0,166901.0,6.0
626,630,Carried Away (1996),Drama|Romance,0.0,0.0,Bruno Barreto,115837.0,630.0,"Based on Jim Harrison's book, ""Farmer"". 47-year-old Joseph Svenden lives on the family farm with his dying mother and teaches at a two room schoolhouse with Rosealee, his lover and his best friend's widow. Joseph, who lacks a college degree, learns that he will lose his teaching job at the end of the year when the school district expands into his town. Meanwhile, he is seduced by 17-year-old Catherine, a new student in his class. His affair with Catherine and losing his teaching job forces Joseph to take a look at his previously dull life and to decide how he wants to live the rest of it.",1.138,,1996-01-26,0.0,109.0,36447.0,5.7
627,631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,0.0,0.0,Larry Leker,115509.0,631.0,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",8.708,United States of America,1996-03-29,8620678.0,82.0,19042.0,5.4
628,632,Land and Freedom (Tierra y libertad) (1995),War,0.0,0.0,Ken Loach,114671.0,632.0,"The movie narrates the story of David Carr, an unemployed worker and member of the Communist Party of Great Britain. In 1936 he decides to fight for the Republican side in the Spanish Civil War, an anti-fascist coalition of liberals, communists and anarchists. Similar to George Orwell's experiences documented in Homage to Catalonia, he joins the POUM worker militia and witnesses first hand the betrayal of the Spanish revolution by the Stalinists, loyal only to the dictat of Moscow.",5.593,France,1995-01-01,0.0,109.0,38884.0,7.4
629,633,Denise Calls Up (1995),Comedy,0.0,0.0,Hal Salwen,112844.0,633.0,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?",1.196,United States of America,1995-05-17,0.0,80.0,47449.0,7.3
630,634,Theodore Rex (1995),Comedy,0.0,33500000.0,Jonathan R. Betuel,114658.0,634.0,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",4.228,United States of America,1995-12-14,0.0,92.0,36259.0,3.6
631,635,"Family Thing, A (1996)",Comedy|Drama,0.0,0.0,Richard Pearce,116275.0,635.0,"Earl Pilcher Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining he's not her natural son, but the son of a Black woman who died in childbirth; plus, he has a half brother Ray, in Chicago, she wants him to visit. Earl makes the trip, initially receiving a cold welcome from Ray and Ray's son, Virgil. His birth mother's sister, Aunt T., an aged and blind matriarch, takes Earl in tow and insists that the family open up to him.",2.572,United States of America,1996-03-29,0.0,109.0,41852.0,6.1
632,636,Frisk (1995),Drama,0.0,0.0,Jim Dwyer,113122.0,636.0,"A first person narrative of a gay serial killer explores violence, sexuality, and imagination.",0.6809999999999999,United States of America,1996-03-22,0.0,88.0,40926.0,3.0
633,637,Sgt. Bilko (1996),Comedy,0.0,0.0,Andy Breckman,117608.0,637.0,The army is known for churning out lean mean fighting machines intent on protecting our great nation. Sergeant Ernie Bilko is the leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,7.247000000000001,United States of America,1996-03-29,0.0,90.0,9099.0,5.6
634,638,Jack and Sarah (1995),Romance,0.0,0.0,Simon Channing Williams,113448.0,638.0,"Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1.",2.096,France,1995-06-02,218626.0,110.0,2021.0,6.7
635,639,Girl 6 (1996),Comedy,0.0,12000000.0,Spike Lee,116414.0,639.0,A struggling actress in New York City takes a job as a phone sex operator.,2.462,United States of America,1996-03-22,4939939.0,108.0,61752.0,5.3
636,640,Diabolique (1996),Drama|Thriller,0.0,0.0,Jeremiah S. Chechik,116095.0,640.0,"The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils.",5.589,United States of America,1996-03-22,0.0,107.0,10988.0,5.5
637,641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,0.0,0.0,Hervé Palud,111543.0,641.0,"Stephen, an international trader, tracks down his ex-wife Patricia in some Amazonian backwater. He needs her consent to a divorce so that he can marry Charlotte. Unfortunately, he discovers a son he didn’t know he had – Mimi-Siku. The young jungle boy yearns to see Paris so Stephen reluctantly agrees to take him back home with him for a few days. How will Mimi-Siku react to life in the great metropolis?",7.931,France,1994-12-14,0.0,90.0,11479.0,6.1
638,642,Roula (1995),Drama,0.0,0.0,Martin Enlen,117517.0,642.0,"Troubled Roula finds herself drawn to Leon, an author of children's books who has suffered an enormous emotional and creative blockage ever since his wife died in a motorcycle accident two years before. Leon has only his 12-year-old daughter Tanja to keep him company. As romance blooms between Leon and Roula, his daughter approves. Unfortunately, Roula is carrying heavy emotional baggage stemming from the incest she suffered at the hands of her father.",0.931,Germany,1995-09-11,0.0,97.0,398959.0,6.7
639,643,Peanuts - Die Bank zahlt alles (1996),Comedy,0.0,0.0,Carlo Rola,117312.0,643.0,"N/A
",0.624,Germany,1996-03-21,0.0,,287305.0,4.0
640,644,Happy Weekend (1996),Comedy,0.0,0.0,,116485.0,644.0,"N/A
",,,,,,339428.0,
641,645,Nelly & Monsieur Arnaud (1995),Drama,0.0,0.0,Claude Sautet,113947.0,645.0,"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",3.056,Germany,1996-04-12,0.0,106.0,12652.0,7.1
642,647,Courage Under Fire (1996),Drama|War,0.0,46000000.0,Edward Zwick,115956.0,647.0,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",7.44,United States of America,1996-07-04,100860818.0,117.0,10684.0,6.3
643,648,Mission: Impossible (1996),Action|Adventure|Mystery,0.0,80000000.0,Brian De Palma,117060.0,648.0,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",20.082,United States of America,1996-05-22,457696359.0,110.0,954.0,6.9
644,649,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama,,,,,,"None
",,,,,,,
645,650,Moll Flanders (1996),Drama,,,,117071.0,650.0,"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive priest lead Moll to rebel as a teenager, ...
",,,,,,18989.0,
646,651,"Superweib, Das (1996)",Comedy,,,,117788.0,651.0,"Franziska is kind of a romantic woman with two children and a husband who is working around the globe as a movie director. When she wants to buy a flat some day she gets in contact with ...
",,,,,,10801.0,
647,652,"301, 302 (1995)",Mystery,,,,,,"Two obsessive-compulsives, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) ...
",,,,,,,
648,653,Dragonheart (1996),Action|Adventure|Fantasy,,,,116136.0,653.0,"The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.
",,,,,,8840.0,
649,654,Und keiner weint mir nach (1996),Drama|Romance,,,,,,"None
",,,,,,,
650,655,Mutters Courage (1995),Comedy,,,,,,"None
",,,,,,,
651,656,Eddie (1996),Comedy,,,,116168.0,656.0,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" ...
",,,,,,11107.0,
652,657,Yankee Zulu (1994),Comedy|Drama,,,,111787.0,657.0,"None
",,,,,,16417.0,
653,658,Billy's Holiday (1995),Drama,0.0,0.0,Richard Wherrett,112509.0,658.0,"This movie is all about a normal guy called Billy Apples. He is a social drinker and sometimes lead singer of a band. While he is doing all of this, he still manages to bring up his teenage daughter. One night while sitting at home Billy finds that he has a talent! He finds that he is able to sing like his idol, 50's singer Billie Holiday. From there he is going places, from huge live performances to even cutting a hit record, but in the end he must make a choice between the life he has, and the life he once knew. Written by Graham Wilson Jr",0.6,,1995-07-26,0.0,92.0,70934.0,0.0
654,659,Purple Noon (1960),Crime|Thriller,,,,,,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.
",,,,,,,
655,660,August (1996),Drama,0.0,0.0,Anthony Hopkins,115591.0,660.0,"Set in 1890s North Wales over a long, hot August weekend, the Victorian calm of a household is suddenly upset with the arrival of a London couple who impose their city ways and thoughts on the more rurally based family. An adaptation of Anton Chekhov's play, ""Uncle Vanya.""",1.513,United Kingdom,1996-08-08,0.0,94.0,161070.0,4.1
656,661,James and the Giant Peach (1996),Animation|Children's|Musical,0.0,38000000.0,Henry Selick,116683.0,661.0,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",7.502999999999999,United States of America,1996-04-12,28921264.0,79.0,10539.0,6.3
657,662,Fear (1996),Thriller,0.0,0.0,James Foley,116287.0,662.0,A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.,6.434,United States of America,1996-04-12,0.0,97.0,10543.0,6.2
658,663,Kids in the Hall: Brain Candy (1996),Comedy,0.0,0.0,Lorne Michaels,116768.0,663.0,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",2.111,United States of America,1996-04-02,0.0,89.0,18414.0,6.1
659,664,Faithful (1996),Comedy,0.0,13000000.0,Paul Mazursky,116269.0,664.0,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",0.779,United States of America,1996-04-03,9789900.0,91.0,47502.0,5.2
660,665,Underground (1995),War,0.0,14000000.0,Emir Kusturica,114787.0,665.0,"Black marketeers Marko and Blacky manufacture and sell weapons to the Communist resistance in WWII Belgrade, living the good life along the way. Marko's surreal duplicity propels him up the ranks of the Communist Party, and he eventually abandons Blacky and steals his girlfriend. After a lengthy stay in a below-ground shelter, the couple reemerges during the Yugoslavian Civil War of the 1990s as Marko realizes that the situation is ripe for exploitation.",7.4860000000000015,Serbia,1995-04-11,0.0,170.0,11902.0,7.8
661,666,All Things Fair (1996),Drama,,,,,,"None
",,,,,,,
662,667,Bloodsport 2 (1995),Action,,,,,,"None
",,,,,,,
663,668,Pather Panchali (1955),Drama,,,,,,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.
",,,,,,,
664,669,Aparajito (1956),Drama,,,,,,"Following his father's death, a boy leaves home to study in Calcutta, while his mother must face a life alone.
",,,,,,,
665,670,"World of Apu, The (Apur Sansar) (1959)",Drama,0.0,0.0,Bibhutibhushan Bandyopadhyay,52572.0,670.0,Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding....,5.207000000000002,India,1959-05-01,16000.0,106.0,896.0,8.3
666,671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,0.0,0.0,Jim Mallon,117128.0,671.0,"The mad and evil scientist, Dr. Clayton Forrester, has created an evil little scheme that is bound to give him world global domination but first things first. He plans to torment Mike Nelson and the robots by sending them a real stinker of a film to watch called, ""This Island Earth."" He is convinced that this movie will drive them insane. Will this be the ultimate cheese that breaks the boys' spirits?",5.404,United States of America,1996-04-19,0.0,73.0,3065.0,7.0
667,672,Tarantella (1995),Drama,0.0,0.0,,114616.0,672.0,"Academy Award winner Mira Sorvino plays photographer Diane Di Sorella in this poignant homecoming story. When her mother dies suddenly, Diane must return to her New Jersey home after years of being estranged from her family. Among her Italian-American neighbors, Diane connects with her heritage. When she reads the journal her mother (Maryann Urbano) kept as a young woman, Diane finally begins to understand her own relationship with her mother.heritage.",,,,,,318177.0,
668,673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,0.0,80000000.0,Joe Pytka,117705.0,673.0,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",11.677,United States of America,1996-11-15,250200000.0,88.0,2300.0,6.7
669,674,Barbarella (1968),Adventure|Sci-Fi,0.0,9000000.0,Roger Vadim,62711.0,674.0,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",5.872000000000001,Italy,1968-10-10,2500000.0,98.0,8069.0,5.8
670,675,Hostile Intentions (1994),Action|Drama|Thriller,0.0,0.0,Catherine Cyran,110061.0,675.0,"A weekend of fun becomes a fight for survival when three American women land in a Mexican jail. After being sexually molested by the guards, they attempt to escape with the help of a fellow prisoner.",0.6,United States of America,1995-01-01,0.0,90.0,288173.0,8.0
671,676,They Bite (1996),Drama,0.0,130000.0,Brett Piper,140614.0,676.0,Aliens who've come to earth to spawn deep beneath the ocean begin terrorizing a Florida beach community. An ichthyologist and a young filmmaker team up to uncover the mystery of these monsters from the deep--before they strike again.,1.026,,1996-01-01,0.0,98.0,187851.0,4.2
672,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,0.0,0.0,Billy Bob Thornton,108181.0,678.0,"25 years after committing a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and listens in horror about his life leading up to the crime. This is the short film that inspired the full-length ""Sling Blade""",1.021,,1994-03-26,0.0,25.0,27768.0,7.3
673,679,"Run of the Country, The (1995)",Drama,,,,114307.0,679.0,"In a small village on the border of Northern Ireland and The Republic of Ireland, the relationship between a short tempered policeman and his rebellious son becomes even more strenuous when the young man falls for a ""wrong"" girl.
",,,,,,221917.0,
674,680,Alphaville (1965),Sci-Fi,,,,,,"A U.S. secret agent is sent to the distant space city of Alphaville where he must find a missing person and free the city from its tyrannical ruler.
",,,,,,,
675,681,Clean Slate (Coup de Torchon) (1981),Crime,,,,,,"A worn-out, ineffective police chief humiliated by everyone around him decides one day to improve his life, by any means.
",,,,,,,
676,682,Tigrero: A Film That Was Never Made (1994),Documentary|Drama,,,,111430.0,682.0,"In 1993, Sam Fuller takes Jim Jarmusch on a trip into Brazil's Mato Grosso, up the River Araguaia to the village of Santa Isabel Do Morro, where 40 years before, Zanuck had sent Fuller to ...
",,,,,,88030.0,
677,683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary,,,,107727.0,683.0,"None
",,,,,,185191.0,
678,684,Windows (1980),Drama,,,,81759.0,684.0,"Emily is the subject of a perverse obsession by a gay neighbor, Andrea, who not only is in lust with her but hires a rapist in order to get audio tapes of her moaning. Andrea turns peeping ...
",,,,,,83857.0,
679,685,It's My Party (1995),Drama,,,,,,"None
",,,,,,,
680,687,Country Life (1994),Drama|Romance,,,,109491.0,687.0,"Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920's. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly ...
",,,,,,124460.0,
681,688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,0.0,0.0,Simon Wincer,114048.0,688.0,"Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!",6.509,United States of America,1995-07-28,0.0,107.0,27281.0,4.9
682,690,"Promise, The (Versprechen, Das) (1994)",Romance,,,,,,"Based on the life of the Olympic figure skater.
",,,,,,,
683,691,Mrs. Winterbourne (1996),Comedy|Romance,0.0,25000000.0,Richard Benjamin,117104.0,691.0,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",3.119,United States of America,1996-04-19,10070000.0,105.0,40001.0,5.4
684,692,Solo (1996),Action|Sci-Fi|Thriller,0.0,0.0,Norberto Barba,117688.0,692.0,"An android fighting-machine (Mario Van Peebles) is charged with destroying a small brigade of rebels in a Latin American war who are fighting to maintain their freedom and protect their village. Contrary to his programming, Peebles decides to stay and assist the rebels in their plight. Having gained this information, his ""creators"" develop a more powerful android to try and defeat him.",2.337,United States of America,1996-08-23,0.0,94.0,29621.0,4.1
685,693,Under the Domin Tree (Etz Hadomim Tafus) (1994),Drama,,,,,,"None
",,,,,,,
686,694,"Substitute, The (1996)",Action,0.0,0.0,Robert Mandel,117774.0,694.0,"After he did some jobs for CIA, ex-marine John Shale is visiting his high school love Jane. She's now a teacher in Columbus High School in Miami. Soon after his arriving Jane has her knee cap broken while jogging. After that, John decides to go undercover as her substitute in high school. Very soon he finds out that gang named Kings of Destruction is terrorizing the school.",7.923999999999999,United States of America,1996-04-19,0.0,114.0,20762.0,6.0
687,695,True Crime (1995),Mystery|Thriller,,,,,,"Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has an addiction to mystery novels and detective magazines (hence the title of the movie), which ...
",,,,,,,
688,696,Butterfly Kiss (1995),Thriller,0.0,0.0,Michael Winterbottom,112604.0,696.0,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women at the cash desk not to be Judith, because Eunice is eccentric, angry and extreme dangerous. One day she meets Miriam, hard of hearing and a little ingenuous, who feels sympathy for Eunice and takes her home. Miriam is very impressed by Eunice's fierceness and willfulness and follows her on the search for Judith. Shocked by Eunice's cruelty she tries to make her a better person, but she looses ground herself.",1.4,United Kingdom,1995-08-18,0.0,88.0,48260.0,7.4
689,697,Feeling Minnesota (1996),Drama|Romance,0.0,0.0,Steven Baigelman,116289.0,697.0,"Sam Clayton's (Vincent D'Onofrio) marriage to ex-stripper Freddie (Cameron Diaz) comes about when she's strong-armed into the match by Red (Delroy Lindo), a club proprietor who once did her a favor. But Freddie falls in love with Jiaks (Keanu Reeves), Sam's brother, and the pair tries to escape the situation together. It isn't long before both Sam and Red catch up with them, resulting in threats against the two of them -- although tension also starts to build between Sam and Red.",4.633,United States of America,1996-09-13,0.0,99.0,12656.0,5.4
690,698,Delta of Venus (1994),Drama,,,,,,"None
",,,,,,,
691,699,To Cross the Rubicon (1991),Drama,0.0,0.0,Barry Caillier,103095.0,699.0,"Kendall (Patricia Royce) just got dumped by her boyfriend, David (J.D. Souther). But it's nothing that a much younger rock musician -- and the advice of her best friend (and David's ex-), Claire (Lorraine Devon) -- couldn't fix. Only problem is, Claire and David have rekindled their lost romance. Now, Claire and Kendall's friendship is put to the ultimate test as they try to help each other decipher men and love in this romantic comedy.",0.6,,1991-01-01,0.0,,277270.0,0.0
692,700,Angus (1995),Comedy,0.0,0.0,Patrick Read Johnson,112368.0,700.0,"Angus is a large, pathetic 14 year old whose thoughts are most often filled with the image of one Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool-kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him",2.912,United States of America,1995-09-15,0.0,90.0,25969.0,6.8
693,701,Daens (1992),Drama,0.0,0.0,Stijn Coninx,104046.0,701.0,"In the 1890s, Father Adolf Daens goes to Aalst, a textile town where child labor is rife, pay and working conditions are horrible, the poor have no vote, and the Catholic church backs the petite bourgeoisie in oppressing workers. He writes a few columns for the Catholic paper, and soon workers are listening and the powerful are in an uproar. He's expelled from the Catholic party, so he starts the Christian Democrats and is elected to Parliament. After Rome disciplines him, he must choose between two callings, as priest and as champion of workers. In subplots, a courageous young woman falls in love with a socialist and survives a shop foreman's rape; children die; prelates play billiards.",1.654,Belgium,1992-09-01,0.0,138.0,44103.0,7.3
694,702,Faces (1968),Drama,0.0,275000.0,John Cassavetes,62952.0,702.0,"Middle-aged suburban husband Richard abruptly tells his wife, Maria, that he wants a divorce. As Richard takes up with a younger woman, Maria enjoys a night on the town with her friends and meets a younger man. As the couple and those around them confront a seemingly futile search for what they've lost -- love, excitement, passion -- this classic American independent film explores themes of aging and alienation.",5.396,United States of America,1968-11-24,0.0,130.0,753.0,7.2
695,703,Boys (1996),Drama,0.0,0.0,Stacy Cochran,115742.0,703.0,"Fed up with boarding school and frustrated with the way others have planned his life, John Baker Jr. wants a change -- anything to shake up his staid routine. The moment arrives when he stumbles upon a woman, Patty Vare, unconscious in a field. Deciding to risk it, John takes her to his dorm to look after her, much to the disapproval of his friends. John's decision proves fateful as he and Patty grow close to one another. However, she may be keeping secrets from him.",1.4,United States of America,1996-05-10,0.0,86.0,43634.0,5.1
696,704,"Quest, The (1996)",Action|Adventure,0.0,30000000.0,Jean-Claude Van Damme,117420.0,704.0,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",8.36,Canada,1996-04-19,57400547.0,95.0,9103.0,5.6
697,705,Cosi (1996),Comedy,0.0,0.0,Mark Joffe,115951.0,705.0,Lewis a young director get his first job directing a play at a mental hospital with the patients as the cast.  The play that is decided on is Cosi fan tutte an opera by Mozart.,1.546,Australia,1996-03-04,0.0,102.0,90214.0,7.0
698,706,Sunset Park (1996),Drama,0.0,0.0,Steve Gomer,117784.0,706.0,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",1.115,,1996-04-26,0.0,99.0,29649.0,5.1
699,707,Mulholland Falls (1996),Crime|Film-Noir|Thriller,0.0,0.0,Lee Tamahori,117107.0,707.0,"In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",8.612,United States of America,1996-04-26,0.0,107.0,10990.0,6.0
700,708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,0.0,0.0,Audrey Wells,117979.0,708.0,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,7.518,United States of America,1996-04-26,0.0,93.0,8866.0,5.8
701,709,Oliver & Company (1988),Animation|Children's,,,,95776.0,709.0,"A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.
",,,,,,12233.0,
702,710,Celtic Pride (1996),Comedy,,,,115851.0,710.0,"Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.
",,,,,,23449.0,
703,711,Flipper (1996),Adventure|Children's,,,,116322.0,711.0,"Sandy Ricks is sent by his mother to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment ...
",,,,,,36355.0,
704,712,Captives (1994),Drama,,,,109374.0,712.0,"A beautiful young dentist (Ormond) working in a tough British prison starts to become attracted to a violent inmate (Roth) after the break-up of her marriage, and embarks upon an illicit ...
",,,,,,37667.0,
705,713,Of Love and Shadows (1994),Drama,,,,110712.0,713.0,"Chile 1973 is ruled by the dictator Pinochet. The wealthy don't see the violence, terror, executions etc. including Irene. She's engaged to an officer in the fascist military. She meets Francisco who opens her eyes to truth and love.
",,,,,,90148.0,
